ID,authorID,name,link,content,blurb,fbShares,twitterShares,emailShares,views,date
792,221,"Minister for Justice and Irish Prison Service appeal data watchdog finding about officers' thumbprints",https://www.thejournal.ie/minister-for-justice-irish-prison-service-data-protection-commission-thumbprint-5264428-Nov2020/,"THE MINISTER FOR JUSTICE and the Irish Prison Service are to appeal to the High Court a finding by the Data Protection Commission (DPC) about the use of officers’ thumbprints.
In a 17-page ruling last month, the DPC found that the prison service illegally compelled officers to provide their thumbprints to operate security gates at Castlerea Prison, Co Roscommon.
Data Protection Commissioner Helen Dixon found that the prison service had not established a legal basis for the processing of officers’ biometric data.
The ruling followed a complaint by an officer at Castlerea to the prison’s management and the Prison Officers Association last year that providing biometric data was against the General Data Protection Regulation (GDPR).
The officer was told that the system was agreed by prison management and unions, and that he would face disciplinary action if he did not agree to supply his data.
He then made a protected disclosure to the DPC, which launched an investigation into the prison service’s use of biometric data.
Papers filed in the High Court on Tuesday show that the Minister for Justice and the Irish Prison Service have sought to overturn the DPC’s ruling.
The Minister and the prison service are represented by the Chief Prosecution Solicitor of the Office of the Director of Public Prosecutions. The case is listed for mention on 7 December.
As part of the DPC investigation, the Irish Prison Service claimed the use of biometric data was legal because the security system was covered under a Law Enforcement Directive.
The directive would allow the prison service to process personal data for the purposes of preventing or prosecuting crime, but the Irish Prison Service’s argument was rejected by the DPC in its findings last month.
The Irish Prison Service directed queries about the case by TheJournal.ie to the Department of Justice and Equality. The Department issued a response based on a reply by Minister Helen McEntee to a Parliamentary Question about the matter yesterday. 
“Following an examination of the findings and further to the advices of the Office of the Attorney General, a decision has now been taken to bring an appeal on certain aspects of those findings to the High Court,” the minister said.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
“In light of this it would not be appropriate to comment any further at this time.
“Other findings of the Commission and specific directions to Irish Prison Service are not being appealed however, and I am further informed that the Irish Prison Service is taking steps to comply with the directions of the DPC in that regard.”
The minister added that it was her understanding that the DPC’s ruling were “preliminary findings” rather than a decision, and said biometric data was processed by the Irish Prison Service in other circumstances.
Comments have been closed for legal reasons.","The case against the DPC was launched in the High Court on Tuesday.",21,0,1,22446,"Nov 13th 2020, 6:10 AM"
793,221,"Man (20s) shot in 'paramilitary style' attack in north Belfast",https://www.thejournal.ie/man-shot-paramilitary-attack-belfast-5265098-Nov2020/,"A MAN IN his 20s has been shot in a “paramilitary style” attack in Belfast this evening.
The incident happened just before 8pm in Donore Court, in the north of the city. PSNI detectives are currently at the scene of the incident.
The victim has been taken to hospital for treatment to his injuries, which are not believed to be life-threatening.
“While our enquiries are at an early stage, this barbaric shooting bears all the hallmarks of paramilitary style assault,” PSNI Detective Sergeant Gardiner said.
“Those responsible for this violent act do not represent the interests of this community, nor do they contribute anything to it.
“They do it to try and exert influence, or gain control of people through fear.”
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
The PSNI urged anyone with information about the shooting to contact detectives.","The incident happened just before 8pm this evening.",0,0,0,21588,"Nov 12th 2020, 10:35 PM"
794,221,"More than 1,200 hares captured for coursing released back into the wild",https://www.thejournal.ie/hare-coursing-released-level-5-covid-19-5265057-Nov2020/,"OVER 1,200 HARES that were previously captured for hare coursing have been released back into the wild by clubs affiliated to the Irish Coursing Club (ICC).
The hares had been held for future coursing meetings, which are currently suspended due to Level 5 restrictions.
Their release follows a request by the Department of Housing, Local Government and Heritage, who had concerns about the welfare of the hares because they would be kept in captivity for the duration of the restrictions.
The department has been in communication with the ICC in recent weeks seeking to secure the release of the hares.
Minister Daragh O’Brien welcomed the release of the hares, and dismissed claims that releasing them would result in them being hunted illegally by others.
“Hares are a protected species, and are better off being in the wild rather than being held in captivity in large groups,” he said.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
“I see no reason why they should have been held for the duration that coursing was suspended.”
O’Brien said claims on social media that the National Park and Wildlife Service would publish the release locations of hares were false.
Learn more
“That is absolutely not the case and such claims are misleading and designed solely to serve an agenda supporting the retention of the hares in continuing captivity,” he added.","The hares had been held for future coursing meetings.",246,0,0,38943,"Nov 12th 2020, 10:12 PM"
795,191,"Ireland utterly outclassed by England in heavy Wembley defeat",https://www.the42.ie/ireland-england-2-5264760-Nov2020/,"England 3
Republic of Ireland 0
STEPHEN KENNY SAYS he wants to break Ireland’s association with a “British-style”, but sadly for him, England left it behind years ago. 
Tonight Ireland were utterly outclassed at Wembley by Gareth Southgate’s vibrant and multivalent England, looking rigid and one-paced in comparison.
A bright Irish start was buried by first-half goals from Harry Maguire and Jadon Sancho, with Dominic Calvert-Lewin adding a third from the penalty spot.
As with all of the games under Kenny so far, there were positives – Ireland’s opening quarter and the late impact made by Jayson Molumby – but once again it’s an exercise in cross-examining a bad result.
In fairness, the result and performance is caveated by Ireland’s latest clatter of absentees, and the morning of the game brought further evidence Stephen Kenny may have signed his Ireland contract on a fairy fort. Seamus Coleman and James McCarthy missed out through injury and family reasons respectively, compounding the prior unavailability of Enda Stevens, Aaron Connolly, and Callum Robinson. 
Then, just ten minutes into this game, he lost one of his centre-backs to a head injury.
It at least allowed Wembley be the stage for the most GAA-sounding substitution in Irish soccer history, as Dara O’Shea replaced John Egan. 
10 minutes later, the plight of the other starting centre-back was on view. Of all the defensive scenarios Ireland might have felt comfortable dealing with ahead of this game, it’s of Shane Duffy being challenged in the air by Harry Maguire.
Not so, as Maguire  threw himself high in the air and headed the ball above Duffy and beyond Randolph. Duffy arrived into the game dreadfully out of form, and he had several chastening moments tonight, most notably his dallying on the ball in the box and being robbed by Dominic Calvert-Lewin, though his recovery averted no greater disaster than a corner. 
As the first half wore slowly on, he did eventually win a couple of aerial challenges with Maguire in the box, but they merely prefaced England’s second goal. 
Duffy cleared a Winks hoik into the box, but Cyrus Christie’s follow up was tame, which allowed England keep the ball and shift the ball left to Jack Grealish. Kenny said in the build-up to the game he wouldn’t be dwelling on the fact Grealish and Declan Rice were opponents, but dwelling is a skill mastered by Grealish.
He glided forward, held on to the ball for just long enough to hold Jeff Hendrick’s attention, and then popped the ball left to Jason Sancho to fire the ball low beyond Randolph. 
Grealish really was majestic at times, and Christie was forced to block a Sancho effort after Grealish picked him out with a gorgeous arcing pass through a gap in the Irish defence. 
The sophistication of England’s first-half play was too much for Ireland, with Sancho and Grealish drifting across the Irish defence, pressing it for weak points. 
BE PART
OF THE TEAM
Access exclusive podcasts, interviews and analysis with a monthly or annual membership.
Become a Member
Ireland could hardly quibble with the half-time score reading 2-0, as they fell into survival mode from the moment they fell behind. Even Kenny Cunningham, whose RTE commentary was generous to Ireland, said the players’ job after the second goal was to ensure “things don’t fall apart.”
Prior to the first goal Ireland played quite well, with Alan Browne’s deft touch and Daryl Horgan’s direct running causing England issues in transition. 
Jack Grealish and Jadon Sancho celebrate England's second goal.
Source: PA
Twice Horgan drilled promising low crosses across the box, but the first was cut out by Maguire and the second went untouched, with Adam Idah caught on his heels six yards back. 
Ultimately, however, Ireland trotted off for the break without even managing a shot on target. And while Ireland poked and prodded and found ways around England’s high press in the opening quarter, that ability deserted them once England found their rhythm. 
Ireland opened up slightly in the second half, which allowed England cut through them at will. Saka, Reece James and Dominic Calvert-Lewin all had chances in the first five minutes of the second half. Shortly after, Conor Hourihane gave the ball away and Ireland didn’t see it again until Randolph stooped to pick a Dominic Calvert-Lewin penalty out of the net. 
The offence was Cyrus Christie’s, who clipped Saka in the box. Kenny and Southgate emptied their benches shortly after, and Ireland’s first shot on target came on the 71-minute mark. Jayson Molumby slipped through Alan Browne, who saw his shot blocked by the replacement goalkeeper Dean Henderson. 
Molumby injected a dose of energy into the Irish midfield, and a driving run 10 minutes later allowed Curtis sting Henderson’s gloves.
These shots are worth recording: they were as much as Ireland offered. It’s England’s first win over Ireland since 1985, albeit a record caveated by the fact these sides have played so rarely since the mid-90s. 
But Ireland voluntarily decided to take this game, and at times we were haunted by Sepp Blatter’s cackling voice.
They asked for that. Really.
 England: Nick Pope (Dean Henderson HT); Reece James; Michael Keane, Harry Maguire (captain), Tyrone Mings (Phil Foden, 62′); Bukayo Saka; Harry Winks, Mason Mount (Jude Bellingham, 73′); Jadon Sancho, Jack Grealish (Ainsley Maitland-Niles, 62′); Dominic Calvert-Lewin (Tammy Abraham, 64′)
Republic of Ireland: Darren Randolph; Cyrus Christie (Kevin Long, 62′), Shane Duffy (captain), John Egan (Dara O’Shea, 63′), Matt Doherty; Conor Hourihane (Jayson Molumby, 70′), Jeff Hendrick; Daryl Horgan (Robbie Brady, 62), Alan Browne, Callum O’Dowda (James McClean, 62′); Adam Idah (Ronan Curtis, 70′)
Referee: Carlos Del Cerro Grande (Spain)","Stephen Kenny’s side were beaten 3-0.",2,0,0,76733,"Nov 12th 2020, 10:01 PM"
796,189,"The UK recorded its highest ever daily number of Covid-19 cases today",https://www.thejournal.ie/uk-record-number-5264925-Nov2020/,"THE UK HAS recorded its highest daily number of coronavirus cases since the pandemic began amid concern that infections are rising quickly among the elderly.
Another 33,470 lab-confirmed cases of Covid-19 were recorded in the 24 hours before 9am today, according to the latest British government figures.
A further 563 people died within 28 days of testing positive for coronavirus as of today.
Dr Yvonne Doyle, medical director at Public Health England, said the highest rates of infections were among younger generations.
But she said: “Worryingly it is rising quickly in those over 80 who are most at risk of poor outcomes.
“The current measures are in place to help protect all of us, and anyone can suffer serious illness from this virus.
“The majority of cases reported today were from tests carried out on the 9th and 10th of November, which includes infections acquired in the days leading up to new measures on the 5th November.
“Limiting contact with others will help to stop the spread of the virus and protect the people we love.”
However Professor Stephen Powis, NHS England’s medical director, played down the increase at a Downing Street press conference on Thursday evening.
He said: “It is important to look at the number of cases reported over a number of days and not just take one day in isolation.
“It is clear that infection rates have been going up. What is really important is to get those infection rates down.”
He said it was “too early to say” whether England’s national lockdown was having an effect, but warned people not to expect life to return to normal when restrictions are lifted on December 2.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
“We will not be going back completely to normal – there will need to be other measures in place because while this virus is still here, we need to ensure that infection rates stay as low as possible and that we reduce the chance of transmission.”
Separately, research by Imperial College London’s React study suggested around 100,000 new coronavirus infections were occurring per day in England at the start of the second lockdown last week.
Experts said infections rose sharply across the country with more than one in 80 people infected, double that reported in early October. They observed a drop in prevalence at the end of October but then a quick uptick at the start of November.
A Department of Health and Social Care spokeswoman said: “As we have seen throughout this pandemic, there can be daily fluctuations in data so it is important to avoid drawing conclusions from one day’s figures. We must instead focus on the wider trend which is increasing, particularly in those at highest risk of disease.
“There was a rise in infections prior to national restrictions being brought in place and it is vital everyone continues to follow the guidance and takes care to wash hands, wear face coverings and reduce social contact – all of which proved to be highly effective in bringing down transmission rates earlier this year.”","Another 33,470 cases were confirmed today across the UK along with 563 further deaths.",5,0,0,47886,"Nov 12th 2020, 9:41 PM"
797,189,"'This is the only way forward': Deadlock broken as ministers agree to extend circuit break in Northern Ireland",https://www.thejournal.ie/stormont-talks-covid-restrictions-deadlock-5263912-Nov2020/,"Updated Nov 12th 2020, 9:25 PM
LOCKDOWN RESTRICTIONS ON hospitality businesses in Northern Ireland will be extended for one week after a lengthy political wrangle exposed Stormont divisions.
Hair and beauty salons and premises without an alcohol licence like cafes and coffee shops can reopen next Friday, with hours restricted to 8pm.
Driving lessons can resume by appointment only.
Restaurants, pubs and hotels can lift shutters on 27 November.
Pubs and bars will be permitted to sell sealed off-sales from November 20.
DUP economy minister Diane Dodds told the BBC’s Newsline programme: “What we have to do is bring certainty to people in their lives in the run up to Christmas.
“We have tried to bring forward a proposal that is balanced and proportionate and that the health minister supported.
“That is the only way forward for an Executive of five parties.”
Sinn Fein voted against the proposal because it ran contrary to the guidance from Stormont’s medical and scientific advisers to extend the circuit-break in its entirety for two weeks.
It was outnumbered around the ministerial table as ministers faced mounting public criticism over the delay.
Learn more
The party’s Deputy First Minister Michelle O’Neill said: “The expert health advice from the chief medical officer (Dr Michael McBride) this week could not have been clearer that any move away from a two-week extension of the current interventions would result in excess deaths.
“That’s stark. It means more lives being lost.”
Days of political rancour as this Friday’s deadline for a decision before current regulations lapse loomed have left businesses in limbo.
The Ulster Unionists and Alliance Party also voted for the breakthrough proposals.
RELATED READ
11.11.20
NI Executive adjourns for the night with no agreement on new coronavirus restrictions
DUP leader and First Minister Arlene Foster said: “The choice became the quick but wrong decision or to fight and get us to a better or balanced decision.
“Sometimes compromise does not come easy and it has to be fought for to achieve it.”
O’Neill warned of the repercussions.
She told Newsline: “We potentially are coming back to this situation again before Christmas.
“This is not a position that any of us want to be in.”
It was the fourth meeting of Stormont Executive ministers in four days.
Dodds said it was not her intention to return to the same situation as before Christmas.
She added: “No matter what we do or do not do, there may be need for further interventions at a further stage, maybe even before Christmas.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
“The virus is new and unpredictable and difficult to work with.
“We have to make sure that there is a pathway for people to earn their living and put food on the table and that we learn to live with the restrictions of this virus.”
UUP health minister Robin Swann backed the proposal as a way to avoid all the regulations lapsing at midnight on Friday.
It built on Alliance Justice Minister Naomi Long’s earlier hybrid plan to break the deadlock by adding a definite date when the rest of the hospitality sector can open its doors.
The deaths of another 15 people with Covid-19 were announced on Thursday, along with 548 new confirmed cases of the virus.","A fourth executive meeting in as many days reached a breakthrough in Stormont today.",11,0,1,66462,"Nov 12th 2020, 7:50 AM"
798,187,"Here's What Happened Today: Thursday",https://www.thejournal.ie/evening-fix-thursday-50-5264868-Nov2020/,"NEED TO CATCH up? TheJournal.ie brings you a round-up of today’s news.
IRELAND
Senior HSE figures at today's press briefing
Source: Leah Farrell/Rollingnews.ie
One death and 395 new cases of Covid-19 were confirmed in Ireland.
Leo Varadkar has said it’s “too soon” for people to be booking flights home to Ireland for Christmas. 
The deadlock was broken in Stormont as ministers agreed to extend the circuit-break lockdown in Northern Ireland. 
Fifteen Dublin-based contact tracers were unpaid for four weeks due to an error.
There are 161 hospital staff in Limerick are out of work due to Covid-19.
The nomination of an ex-Fianna Fáil Senator and NAGP lobbyist to Sipo has been labelled “outrageous” by the opposition. 
Dunnes Stores has taken High Court action to prevent Mr Price selling food from the same retail park.
Colm Tóibín, An Taisce and others have launched an appeal against converting James Joyce’s House of the Dead into a tourist hostel.
A Louth TD has suggested putting the army on the border and said that the number of northern reg cars is “unreal”. 
A man was arrested over the theft of Noah Donohoe’s laptop.
Minister for Education Norma Foley has begun a search for patrons for three new Dublin primary schools. 
INTERNATIONAL
Shane Duffy (right) and the lads getting ready for tonight's game vs England in Wembley.
Source: Nick Potts/PA Images
#LUCY LETBY: A nurse accused of murdering eight babies in England has been remanded in custody. 
#MUTINY IN NO. 10: A vote leave staffer is leaving Downing Street and leaving a divided set up in his wake. Here’s what’s happening at the top of Boris Johnson’s government. 
#CARTOON COURT: A testing error was blamed after cartoon characters made it on to a UK Crown Court list.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
PARTING SHOT
If you haven’t seen it yet, you should definitely watch it. If you already have seen it, it’s probably worth watching again.
Supervalu’s Christmas advert has tugged at the heartstrings for the right reasons and has been met with a warm reception online.
Source: SuperValuIreland/YouTube","Here’s what made the headlines today…",1,0,0,15798,"Nov 12th 2020, 9:00 PM"
799,215,"New €300,000 fund aims to support Travellers who want to study in third level",https://www.thejournal.ie/travellers-study-third-level-education-5264900-Nov2020/,"THE GOVERNMENT HAS announced a €300,000 fund to help members of the Travelling community pursue third-level education ambitions. 
The money was secured through the Dormant Accounts Fund, and will be used to support technology, study space, health and social impact, and caring responsibilities.
Minister for Further and Higher Education Simon Harris said that this ring-fenced funding aims to address the implications that the Covid-19 pandemic will have on Travellers’ progression in Higher Education.
It aims to ensure expected increases in Traveller participation in higher education remain “on track”.
The Department of Higher Education cites recent studies that say there are only 61 Travellers in higher education, and approximately 1% of Travellers have a third-level education.
Harris said the funding is expected “to have a significant positive impact on Traveller access to and retention in higher education”.
“It is important to be able to safeguard increases in participation in higher education by the Traveller community during this pandemic and mitigate against the risk of long-term damage arising from Covid-19.
“I look forward to working with and engaging with higher education institutions and local and national Traveller organisations to ensure the successful roll-out of the actions in the Action Plan for Increasing Traveller Participation in Higher Education.”
Irish Travellers are  under-represented in higher education, and one of the target groups identified by the National Access Plan for Equity of Access to Higher Education.
The target of 80 Travellers in higher education, from a baseline of 35 was set for the duration of the NAP for Traveller participation.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
The progress review of the NAP in 2018 highlighted the need for a more focussed intervention, resulting in the Action Plan for Traveller Participation in Higher Education 2019-2021.
Harris added: “It is my hope that this dedicated funding will have a transformative long-term benefit for the Traveller community; a community with a current unemployment rate of 85% and where many have yet to reach their full potential.
“I’ve said previously that I want to create an island of talent and inclusion, this is just one small step in achieving this goal.”","The fund will be used to support technology, study space, and caring responsibilities.",38,0,0,23166,"Nov 12th 2020, 8:33 PM"
800,196,"Your evening longread: They discovered a Viking hoard - it became a nightmare",https://www.thejournal.ie/longread-viking-hoard-5264097-Nov2020/,"EVERY WEEK, WE bring you a round-up of the best longreads of the past seven days in Sitdown Sunday.
And now, every weeknight, we bring you an evening longread to enjoy which will help you to escape the news cycle. 
We’ll be keeping an eye on new longreads and digging back into the archives for some classics.
Viking hoard
Two metal-detector hobbyists discover a Viking hoard in the West Midlands. But their discovery has ramifications they didn’t expect.
(The New Yorker, approx 30 mins reading time)
In the summer of 2015, he was approached by a contact in the coin trade. As Williams told me recently, the contact informed him that several pieces of what appeared to be a Viking hoard were being offered to dealers. Some of the coins were Two Emperors, a type so rare that numismatists knew of only two extant examples: one was discovered in 1840, the other in 1950. A Two Emperor coin had never appeared on the open market, and a single one was valued at a hundred thousand dollars. A hoard with a substantial number of rare coins could be worth more than ten million dollars. The fact that individual coins were being offered to dealers suggested that the hoard was in danger of being broken up and vanishing onto the black market. 
Read all the Evening Longreads here> 
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW","It’s a coronavirus-free zone as we bring you an interesting longread each evening to take your mind off the news.",3,0,1,30268,"Nov 12th 2020, 8:30 PM"
801,233,LIVEBLOG,https://www.the42.ie/live-england-v-ireland-international-friendly-5264848-Nov2020/,,"COMMENTS (101)",0,0,0,0,
802,196,"Trailer Watch: Which film will you watch this weekend?",https://www.thejournal.ie/trailers-films-to-watch-this-weekend-5264139-Nov2020/,"EVERY THURSDAY EVENING, we bring you three trailers for films that are out this weekend.
Here are three trailers for films you can catch on streaming services, or on television.
Mama Weed
Source: UniFrance/YouTube
The IFI’s French Film Festival is on at the moment, and there are lots of great films to catch. This one stars the fantastic Isabelle Huppert as a translator who specialises in wire-taps for the drug squad. She soon ends up assuming the identity of a drug wholesaler called Mama Weed. Find the rest of the films here.
RottenTomatoes: No rating yet
IMDB: 5.9/10
Where can I see it? Saturday, IFI@Home
Shirley
Source: Movieclips Trailers/YouTube
Josephine Decker directs this new take on the life of writer Shirley Jackson. Mixing fact with fiction, Decker examines what happens when an unhappy Jackson befriends a young pregnant woman who has come to stay at her home. Stars Elizabeth Moss and Michael Stuhlbarg.
RottenTomatoes: 88%
IMDB: 6.2/10
Where can I see it? Curzon home Cinema
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
Fireball: Visitors from Darker Worlds
Source: Apple TV/YouTube
The iconic Werner Herzog turns his documentary lens on meteorites – their impact on the world and what they can teach us.
RottenTomatoes: 94%
IMDB: 7.2/10
Where can I see it? Apple TV from 13 November 
Which one would you watch first?

Mama Weed
Shirley
 Fireball: Visitors from Darker Worlds
None of them
Vote","Here are a few options for weekend watching.",0,0,0,22501,"Nov 12th 2020, 8:00 PM"
803,180,"CMO says travel home to spend time with family for Christmas is considered 'non-essential'",https://www.thejournal.ie/dublin-airport-covid-19-testing-5263480-Nov2020/,"Updated Nov 12th 2020, 7:40 PM
THE CHIEF MEDICAL officer has said people should regard travel home for Christmas as non-essential this year.
Dr Tony Holohan said he agreed with comments made early today by Tánaiste Leo Varadkar that it is “too soon” for people to book flights home to Ireland this Christmas.
Dr Holohan said health officials are “concerned about the picture in other countries relative to where we are here”.
“Unfortunately many other countries in Europe are still in a deteriorating situation,” he said, adding that many of the countries people would be travelling back from for Christmas have much higher levels of infection.
“That will be one of the most significant risks for us. If we make the progress that we hope we can continue to make and find ourselves at the beginning of December with a much improved situation, even from where we are at the moment, one of the biggest risks will be the importation of disease through international travel.”
He said the kind of travel that would normally happen at Christmas, “people coming home to spend time with their loved ones”, has to be regarded as non-essential this Christmas.
‘A tough message’
In response to a question in the Dáil earlier from Social Democrats’s Roisin Shortall, the Tánaiste said: “In terms of terms of people booking flights for Christmas to come home. I advise not to do that at the moment.”
Varadkar’s comments came as new regulations regarding incoming travellers are due to come into effect later this month that could limit the number of days people have to restrict their movements subject to a negative Covid-19 test. 
He said the issue of travel changes were discussed with the CMO, noting he wasn’t particularly concerned about international travel at the moment, but it becomes “a greater concern” as Covid-19 figures become lower.
“We’re not in a position at this point to advise people that it’s safe to come home for Christmas. And I know that’s a tough message to hear but that is the case at the moment,” he said.
Learn more
‘Personal responsibility’
Junior Transport Minister Hildegarde Naughten told the Dáil this morning that people who are travelling home for Christmas to follow the public health advice in effect and to take a PCR test prior to arrival. 
“It is about people taking personal responsibility when they come here and adhering to public health advice,” she said.
She said anyone planning to return home for Christmas, whether they are travelling into the country for essential work or “those now at Christmas who want to come home to visit family, there is a level of personal responsibility, whatever we do here at a national level with the health protocols”.
“They are visiting family, they are visiting their relatives and friends and it is in our own interests that we act responsibly, that they take a PCR test in advance if they are coming from an orange listed country” or a test five days after arrival if they are coming from red listed regions.
However, she said come mid-December, we don’t know “where we are going to be with the virus”.
Her comments come as airports around the country roll out Covid-19 testing capacity. 
Testing at airports
A Covid-19 test centre is due to be up and running at Dublin Airport next week, while new testing facilities become fully operational in Cork and Shannon Airports from today.
Speaking about testing capacity, Naughten said the PCR test is the only test accepted that will allow the waiving of movement restrictions. Other forms of tests are currently undergoing validation.
Drive-thru and walk-thru facilities will be operated by two private providers at Dublin Airport, said the minister.
She said the DAA estimate it will have the volume 150 tests per day, ramped up to 300 at the end of year. Other private capacity around the country allows for 12,000 PCR tests per day.
She said there is “no certainty that capacity will be available to meet all possible requirements of intending passengers who wish to avail of testing”, adding that those that are intending to travel should make an appointment before travelling.
She also urged passengers intending to travel to visit the daa website which contains information on testing as well as the Department of Foreign Affairs website.
In terms of testing at Cork and Shannon airports, two express turnaround testing facilities will provide the pre-departure tests for passengers flying out of the airports in accordance with the EU’s traffic light system.
The rollout of the testing facilities comes as after it was confirmed this week that from midnight 29 November travellers arriving into Ireland from so-called ‘red’ regions in the EU will be allowed to move freely once they pass a PCR Covid-19 test five days following their arrival.
This provision will also be available to arrivals from orange regions who may not have availed of a pre-departure test. 
The move could have a significant impact on people travelling at Christmas as it will limit the number of days people have to restrict their movements for once they arrive at their destination. 
Yesterday, Transport Minister Eamon Ryan said private testing facilities at Dublin Airport, as well as Cork and Shannon airports “will facilitate pre-departure testing for travellers to other countries where the need arises”.
“It will also facilitate post-arrival tests for persons arriving from red regions who may choose to return to the airport five days after arrival to take the test.”  
Ryanair released a statement condemning  Varadkar’s comments against booking flights home for Christmas at this stage.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
Ryanair called on the Tánaiste to confirm his support for the EU “traffic light” system, which allows Irish people to return home for Christmas if they have a negative Covid test three days prior to arrival, and similarly allows EU citizens living in Ireland to travel to their home countries during the Christmas season with a negative Covid test result.
The EU’s traffic light system
Ireland has agreed to align with the new EU traffic light plan for international travel, which will see the European Centre for Disease Prevention and Control publish a weekly map of the EU using a three-stage colour system to indicate the level of risk in each area.
In an article in the Business Post newspaper last weekend, DAA Chief Executive Dalton Philips said a common system of pre-departure testing across Europe is needed so that all passengers can be tested as Covid free before travel.
“This is what we and others in the industry have been calling for since the summer. We want to set up pre-departure testing facilities at Dublin and Cork airports operated by third party private healthcare experts and we are working to do that. Initially, PCR testing will be offered, but the costs associated with this type of test means that it is not a sustainable long-term scalable option,” he said.
Cabinet agreed this week to issue a planning exemption to the DAA to allow the Dublin Airport to facilitate Covid-19 testing on site.
Philips said “a fast, low-cost option such as an Antigen test, which is already being used in some other countries” is really the only way to get travel reopened. 
“Ireland starts at a significant disadvantage as we have lost the most, we are in a peripheral location that had previously punched above its weight, and we have the added complexity of Brexit.
“If we are slow to move on Antigen testing and maintain a more restrictive attitude to travel than other countries, then Ireland will lose out to our European competitors,” said Philips.
Currently, the PCR test is the gold standard test used in Ireland. Validation of other tests is underway by health authorities.
On 29 November, the new rules kick in for those who wish to travel from or travel into Ireland.
The Department of Foreign Affairs sets government policy on travel.
The department states that if you are considering travelling outside of Ireland, it continues to advise against non-essential travel overseas, other than to countries that are part of the EU ‘traffic lights’ approach, where the advice is to exercise a high degree of caution – this includes Great Britain but not Northern Ireland.
- With reporting by Michelle Hennessy.","Earlier the Tánasite told the Dáil that it is “too soon” for people to book flights home to spend Christmas in Ireland.",30,0,5,82470,"Nov 12th 2020, 6:01 AM"
