ID,commenterID,articleID,comment,likes,commentID,replyID,date
5535,3285,270,"@Kieran Hayes: Less ways to contribute to the deaths this year? Less driving, construction and workplace accidents, trasmission of illness, etc.",41,9277685,9277672,"3hours ago"
5536,3343,270,"@Kieran Hayes: hard luck mister. That’s your conspiracy creation attempt shot down.",26,9277730,9277672,"3hours ago"
5537,3352,270,"@Kieran Hayes: Is that an actual question or an insinuation that something is amiss ? Sometimes the correct answer to a question is simply ‘I don’t know’. I don’t know the answer either. Could it be less accidental deaths, less workplace accidents, less car accidents, less drownings, less falling/getting hit by cars on the way home from the pub, less choking in restaurants ? No idea, I don’t know. And no-one will know until all the data is analysed. Then we’ll know.",19,9277741,9277672,"2hours ago"
5538,3345,270,"@Kieran Hayes: Are we? 22000 in the first three quarters with about 3500 still to be registered so 25500 plus the 7,500+ expected in the last quarter, would leave around 33,000ish. About 1500-2000 higher than last year and the year before which were the years with the highest number of deaths in the previous 10 years. Deaths have been rising pretty consistently over that 5 year period though so an increase of about 500 would have been in line with that trend. The excess is likley covid related, either from disease or lack of medical care.",15,9277764,9277672,"2hours ago"
5539,3345,270,"@NotMyIreland: *rising over that 10 year period",4,9277770,9277672,"2hours ago"
5540,3225,270,"@Glenn Halpin: So Covid completely eradicated flu and pneumonia? Really using your head there",18,9277776,9277672,"2hours ago"
5541,3260,270,"@Kieran Hayes: No, but hand washing, masks and social distancing reduced it. It’s not that hard to understand, use your head.",30,9277790,9277672,"2hours ago"
5542,3353,270,"@Glenn Halpin: Nonsense.
There is less than 1 death per day for road deaths / pedestrian deaths / drownings. Approx 260 in total last year.
Given between 80 & 90 people die every day in Ireland a reduction in those deaths will have limited impact on the overall figure.",13,9277810,9277672,"2hours ago"
5543,3344,270,"You have to love how the data is cherry picked for this, I went to the CSO site myself. Covid related deaths are => 1,462.
Mental and behavioural disorders =>1,290.
Yes that’s right, We have locked the country down since March destroying the economy and peoples mental health. We have lost (Confirmed) 1462 to Covid(Median age 80+) and we have lost almost the same amount (1290) to Mental Health/Suicide. Our lockdown is doing more damage to the people than it is saving. We lost 421 people to suicide in 2019, an increase of 300% in 2020.
Its very clear that NPHET’s strategy has failed our young people.",89,9277819,9277819,"2hours ago"
5544,3261,270,"@great gael of Eire: your post is an example of very dangerous misinformation. The cso state that “in the 80 or over age category, mental and behavioural disorders accounted for 1062 deaths, which includes conditions such as dementia “. Please learn to read before you post",19,9277884,9277819,"2hours ago"
5545,3345,270,"@great gael of Eire: Sorry your mistaken, if you look at all other yearly death reports suicide is included in the “External causes of injury and poisoning” section, which this year stands at 295 so far. The 1290 you quote belongs to the “Mental and behavioural disorders” section which includes deaths from alcohol and drug use/dependence. It was 1932 for 2019.",8,9277891,9277819,"1hour ago"
5546,3344,270,"@NotMyIreland: apologies, ye are both right. I wasn’t able undo the comment. External causes of injury and poisoning are 295.
“Deaths assigned an UCOD of External causes of injury and poisoning (including deaths from road traffic accidents and deaths from intentional self-harm), are likely to be underrepresented in this analysis as such deaths are very frequently reported to the Coroner’s Office for further investigation. This can then result in such deaths being registered late (more than three months after the date of occurrence) and therefore have not yet been reported to the CSO.” So most are not probably added to the statistics yet. It won’t be known until next year.",4,9277994,9277819,"1hour ago"
5547,3345,270,"@great gael of Eire: Yeah its a simple mistake to make when you first look at it. And yeah definitely an inquest after suicide can be many months. More than three months too with many 6-12 months later or even more.",2,9278027,9277819,"58mins ago"
5548,3344,270,"@NotMyIreland: I suppose the truth is no one will really know the damage done, personally, mentally, economically for a year or two. When we will see the result of total amounts of self harm and cancer diagnosis will play out.",1,9278110,9277819,"8mins ago"
5549,3354,270,"How many people died from flu last year in comparison to this year?",43,9277739,9277739,"2hours ago"
5550,3343,270,"@paul starrs: Google it?",8,9277752,9277739,"2hours ago"
5551,3355,270,"@paul starrs: “How many people died from flu last year in comparison to this year?”
97 people died from Flu during the 32 week long 2018/2019 flu season, and 110 flu related deaths were reported in the most recent 2019/2020 flu season, that began on Oct 1 2019.
However, since April, Flu has almost disappeared e.g. of 375 people tested in the last 4 weeks, no one tested positive for Flu viruses. And no one was admitted to hospital with Flu in the last 4 weeks. This is due to the lockdown, flu is less contagious than SARS-COV-2, as many people have pre-existing immunity to Flu and there’s a vaccine. Flu is a lot easier to suppress.
Globally Flu is way down, it decreased by about 98% in the US.
“Data from clinical laboratories in the United States indicated a 61% decrease in the number of specimens submitted (from a median of 49,696 per week during September 29, 2019–February 29, 2020, to 19,537 during March 1–May 16, 2020) and a 98% decrease in influenza activity as measured by percentage of submitted specimens testing positive (from a median of 19.34% to 0.33%).”
Links:
https://www.hpsc.ie/a-z/respiratory/influenza/seasonalinfluenza/surveillance/influenzasurveillancereports/previousinfluenzaseasonssurveillancereports/20192020season/
Olsen, S.J. 2020. Decreased Influenza Activity During the COVID-19 Pandemic — United States, Australia, Chile, and South Africa, 2020. MMWR. Morbidity and Mortality Weekly Report, 69, https://doi.org/10.15585/mmwr.mm6937a6",4,9278020,9277739,"1hour ago"
5552,3344,270,"Age of people CSO say died from Covid.
under 25 =0
25-49 = 15
50-64= 76
65-79= 379
80+ = 992
Total=1462
The crazy thing is that cancer killed 7,269 yet we are running at massively reduced services and detection rates are way below other years meaning it will be identified later and almost certain death for people.Our cancer deaths are far going to out number the amount of people we have saved from Covid.",58,9277840,9277840,"2hours ago"
5553,3355,270,"@great gael of Eire: But you can’t catch cancer visiting a shop, and cancer was not doubling in frequency every couple of weeks until we did something to slow the epidemic.
Also, look at countries with out of control epidemics. 30% of people who died of COVID-19 in Peru were younger than 60, including 78 children under 9. That’s because their hospitals collapsed under a tsunami of COVID-19, so younger patients died for want of medical care. Here’s people cuing for oxygen cylinders for their sick relatives:
https://youtu.be/r8tYdiARLI4
What we saw instead was a lockdown that preserved our hospitals, so those who died tended to be too sickest and most elderly, people unfortunately too ill to save.
https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Peru#Demographics",7,9278086,9277840,"35mins ago"
5554,3356,270,BS,23,9277727,9277727,"3hours ago"
5555,3343,270,"@Ray Jakans: its not.",17,9277747,9277727,"2hours ago"
5556,3357,270,"That is one of my main issues, labelling, this Virus, as a killer, in all the tests results, which have only produced, an average of six percent of those tested, positive, and who went with symptoms, which could be related to this, What did the others have, The Flu, common cold, allergies, each of these viruses can effect certain people in different ways, the same as allergies, many have died because they were allergic to certain products, we have all these warnings on products, now for that safety purpose, we could do similar with this, virus, what happens when another one pops up, the same quaritine again, and again, we might never get out of this cycle.",16,9277871,9277871,"2hours ago"
5557,3341,270,"@Peter Dunwoody: Why do you say we might never get out of this cycle when we expect to have vaccines fully rolled out next year?
Can people please stop with the “we can’t go on like this indefinitely” argument now that we know we won’t have to, please?",8,9277883,9277871,"2hours ago"
5558,3358,270,"Just leaving a comment implying very vaguely that we are very slightly over-reacting to COVID-19 in the knowledge that Justice4Joe will leave an aggressive and bizarre reply.",15,9277944,9277944,"1hour ago"
5559,3359,270,"This works out to less that 5 deaths a day in a country of nearly 5 million people, and that is if these figures are to be trusted as not being overstated. Deadly pandemic indeed! If only 6.5% of the health service was focused on Covid 19. There would have been far fewer deaths from heart attacks, strokes etc if there hadn’t been a complete reorientation of the health service towards Covid. That’s not to mention the number of late cancer diagnosis and diagnosis of other diseases.",10,9277996,9277996,"1hour ago"
5560,3277,270,"Is that the wrong end of the stick? I thought it was ‘underlying’ causes that killed people infected with Covid?",11,9277816,9277816,"2hours ago"
5561,3360,270,"I wonder how many unborn have died during this period. I guess that if they were regarded as persons they would be at top of the list.",13,9277952,9277952,"1hour ago"
5562,3361,270,"Let us not forget the 6,666 abortions carried out in Ireland in 2019. Abortion, if it were included, would be the second biggest cause of death of humans in the Republic of Ireland. Human embryos and foetuses are individual human organisms, with their own unique DNA, although they are incapable of independent living, they are essentially human by nature, a scientific fact that can’t be denied. They don’t have the right to life though. Abortion kills these individual vulnerable humans, a scientific fact not often acknowledged.",8,9278067,9278067,"45mins ago"
5563,3362,270,"@Dónal Mac Cormaic: no they are not",3,9278083,9278067,"38mins ago"
5564,3363,270,"@Dónal Mac Cormaic: Here is a fact for you ; You don’t care about the human embryos that are lost due to miscarriage. Shame on you!",2,9278103,9278067,"16mins ago"
5565,3364,271,"My daughter was on it for years, she also has special needs. I couldn’t understand why she would need to come off it in my head she will never carry a child, but I was told by a doctor ….. (this shock me to my core) she would be a vulnerable adult. Horrible thing to hear. It took a lot of hard times and adjustments to find a new drug that controlled her seizures as well as epilim. But finally we did.",85,9277591,9277591,"4hours ago"
5566,3365,271,"@Jeanette Dunne: fantastic to hear you found a drug that will control her seizures other than epilim. My husband has been on it for many years but unfortunately has had to add more meds into the mix to keep him from having seizures. Fantastic drug but many many side effects.",23,9277709,9277591,"3hours ago"
5567,3364,271,"@Helen O’Neill: I can imagine how rough that is, I can always speak positively about having a child with special needs but find it very difficult to find a positive spin on dealing with seizures. I hope ye find something that helps.",8,9278024,9277591,"1hour ago"
5568,3366,271,"And they want people to take an untested vaccine",63,9277737,9277737,"2hours ago"
5569,3343,271,"@James: it is tested! Why do you say it isn’t? The first vaccine safety trials in humans started in March, and now 13 have reached the final stages of testing. PHASE 3 EFFICACY TRIALS: Scientists give the vaccine to thousands of people and wait to see how many become infected, compared with volunteers who received a placebo. These trials can determine if the vaccine protects against the coronavirus. ",47,9277761,9277737,"2hours ago"
5570,3326,271,"And yet people legally entitled to medicinal cannabis can’t access cannabis!
For an awful lot of people cannabis is the most effective drug, plus it doesn’t have negative consequences from taking lime many pharmaceutical medications.
Crazy, yet everyone is obsessed with the pubs being closed!….",41,9277707,9277707,"3hours ago"
5571,3365,271,"@David Grey: not everyone though copes very well with cannabis, it can cause hallucinations etc which can be frightening",25,9277715,9277707,"3hours ago"
5572,3367,271,"@Helen O’Neill: hi Helen, I agree with the core of your point, take lyrica a drug for eplepisy, last week pfizer spent 400milion settling a court case in Boston, this drug is now a drug of choice on street..
https://www.reuters.com/article/us-pfizer-neurontin-settlement-idUSKBN0ED1IS20140602",11,9277873,9277707,"2hours ago"
5573,3368,271,"@Helen O’Neill: Not everyone yes but there are those for whom cannabis is the only solution. What’s the point in MCAP if those patients are being denied access?",3,9277916,9277707,"1hour ago"
5574,3257,271,"How about a few more inquiries into Holohan?",19,9277999,9277999,"1hour ago"
5575,3369,271,"Folks, This article is NOT about the virus or vaccines but about a drug that caused very serious and untold damage both physically and mentally to children which left them needing 24-hour care for the rest of their lives.",17,9277977,9277977,"1hour ago"
5576,3370,271,"Why do we have to reinvent the wheel ? Do we not get direction from EU medicine directives- the EMA. Or directives issued by UK or US medicine regulators.
Does this enquiry into this product indicate that we will have to the HPRA will have to approve the Covid vaccine before it is used here.",1,9277951,9277951,"1hour ago"
5577,3371,271,"I was going to shop earlier",1,9277908,9277908,"1hour ago"
5578,3372,271,"Epilem is an excellent drug. It’s one major problem is possible birth defects in baby if mother on drug in first trimester of pregnancy. When my daughter was diagnosed with puberty-onset epilepsy 17 years ago, we were informed fully. She is now in her early 30′s and her neurologist is weaning her off epilem, to allow her to have a family. Thereafter she will probably return to it.",5,9278116,9278116,"6mins ago"
5579,3371,271,"Jlslzlzo jakkzkzkz",1,9277904,9277904,"1hour ago"
5580,3234,272,"Great now they should work on fixing/stopping the water pollution that’s already happening! The smell from Booterstown all the way to Seapoint has been getting progressively worse the past few months.",89,9277583,9277583,"4hours ago"
5581,3307,272,"A for-profit gym and bar essentially, biodiversity meadow my ar5e, correct decision",75,9277679,9277679,"3hours ago"
5582,3373,272,"@Eddie O’Neill: Gas how developers come up with these cozy names to get around planning.",28,9277966,9277679,"1hour ago"
5583,3374,272,"Whoever was in charge of delivering the “brown envelopes” with this application is getting the chop anyway !!",54,9277622,9277622,"3hours ago"
5584,3375,272,"“The interpretative centre was not commercially driven”
Surely you’d get three cuts annually off of that Coastal Meadow!",15,9277677,9277677,"3hours ago"
5585,3376,272,"That’s a pity was really looking forward to it",6,9277670,9277670,"3hours ago"
5586,3377,272,"Let’s not build anything ever again. We can all go back to living in trees",9,9278028,9278028,"58mins ago"
5587,3352,273,"I’ve heard one of the manuscripts contained details of Darwin’s personal life, like a recounting of the night he had to sit his son down and tell him he was adapted.",53,9277604,9277604,"3hours ago"
5588,3378,273,"@Tommy Roche: adapted to or from what exactly?",26,9277650,9277604,"3hours ago"
5589,3379,273,"@Tommy Roche: evolved to be exact.",15,9277674,9277604,"3hours ago"
5590,3380,273,"I guess it’s back to Adam and Eve then!",47,9277558,9277558,"4hours ago"
5591,3381,273,"Darwin award of the year winner has been announced.",22,9277609,9277609,"3hours ago"
5592,3352,273,"@John Sleator: Anna ?",20,9277638,9277609,"3hours ago"
5593,3382,273,"@Tommy Roche: Does that make you feel better about yourself?",11,9277694,9277609,"3hours ago"
5594,3383,273,"Maybe it grew legs and walked away",12,9277961,9277961,"1hour ago"
5595,3384,273,"Police say it’s a rapidly evolving situation.",11,9278066,9278066,"47mins ago"
5596,3385,273,"There are a lot of ancient Irish manuscripts in Cambridge which should properly be returned to Ireland!",23,9278088,9278088,"33mins ago"
5597,3369,273,"I hope they will never be found.
Even Darwin himself didn’t believe in evolution.",1,9277988,9277988,"1hour ago"
5598,3343,273,"@WreckDefier: Wrong! We know that Darwin had not a shred of doubt about the power of natural selection to modify and transmute species. Darwin’s correspondence shows that his religious beliefs changed substantially over the course of this life.
Darwin’s unwillingness to pronounce on religious matters stemmed from his strongly held view that science and religion rest on different foundations and forms of evidence, and that his scientific expertise, no matter how extensive, did not make him a religious authority. 
(Google and copy and pasting is really handy!)",7,9278059,9277988,"49mins ago"
5599,3386,273,"@WreckDefier: “Even Darwin himself didn’t believe in evolution.”
He didn’t believe in the theory he spent his life working on?
Think we need more then your word on the matter.",3,9278096,9277988,"26mins ago"
5600,3387,274,"CE mark ? Chinese engineered lol",133,9277494,9277494,"4hours ago"
5601,3388,274,"@finbarr walsh: CE means Conformité Européene.",78,9277540,9277494,"4hours ago"
5602,3389,274,"@Alfredo Maldonado: Woosh",140,9277589,9277494,"4hours ago"
5603,3390,274,"@Brian: WOOSH stands for Well Obviously Our Satire Hits",15,9277611,9277494,"3hours ago"
5604,3387,274,"@Alfredo Maldonado: when you see some of the stuff I work with, that is ce marked it definitely means Chinese engineering",14,9277633,9277494,"3hours ago"
5605,3391,274,"@finbarr walsh: yep theres a mark which looks like the ce mark but is subtly different and it says China export. https://www.ybw.com/vhf-marine-radio-guide/warning-dont-get-confused-between-the-ce-mark-and-the-china-export-mark-4607",14,9277660,9277494,"3hours ago"
5606,3392,274,"East way to convince kids Xmas is cancelled … show them the footage and say Santa has to cocoon !",47,9277502,9277502,"4hours ago"
5607,3393,274,"@Dam IenCahill: I’d say there’s cobwebs on your wallet",144,9277514,9277502,"4hours ago"
5608,3380,274,"@Mattress Dick:…. minding the £1 and 10 Bob notes.",22,9277564,9277502,"4hours ago"
5609,3389,274,"@Mattress Dick: He tells his kids when the ice cream van plays music he’s run out of ice cream.",9,9277590,9277502,"4hours ago"
5610,3394,274,"It’s like the scenes from Toy story 3 :(",44,9277617,9277617,"3hours ago"
5611,3395,274,"The red teddy bear looks like he is making a run for it.",32,9277594,9277594,"4hours ago"
5612,3396,274,"This is yesterday’s news",13,9277499,9277499,"4hours ago"
5613,3396,274,"This is yesterday news",6,9277498,9277498,"4hours ago"
5614,3250,274,"@Rachael Nicholson: it’s today’s news for me. Hadn’t seen it.",109,9277507,9277498,"4hours ago"
5615,3343,274,"@Deborah Blacoe: me too.",36,9277520,9277498,"4hours ago"
5616,3397,274,"Is it possible to zoom in or see the photos seperately? I can do neither on the app on iphone",6,9277533,9277533,"4hours ago"
5617,3380,274,"@Keith Fay: Click on photo. You always have to do it a second time for some reason. Then zoom.
That works on a Samsung anyway.",19,9277571,9277533,"4hours ago"
5618,3398,274,"Cheap Wish and Ali Express purchases no doubt. Buy cheap, buy twice.",8,9278047,9278047,"54mins ago"
5619,3399,275,"The Brexit disaster is getting into full finality swing.",142,9277441,9277441,"5hours ago"
5620,3343,275,"So the UK intend to replicate the EU safety standards as well as continue to trade with Canada as per the existing EU trade deal (pending their own trade deal with Canada). Brexiteers must have just discovered that cut and pasting gives them their “independence”.",93,9277473,9277473,"5hours ago"
5621,3400,275,"M&S will be screwed lol",108,9277436,9277436,"5hours ago"
5622,3257,275,"@kevinhunt101: They might have to, shock, horror, buy Irish products to survive!",82,9277634,9277436,"3hours ago"
5623,3401,275,"@Declan McArdle: They do, The UK supermarkets are the biggest purchaser of Irish agri goods & Tesco is the biggest purchaser of them all. The UK isn’t replicating the EU it is reciprocating so if we ban something of theirs they will ban the same produce from the EU & buy it from places like Ukraine instead. How does banning UK goods entering Northern Ireland help our farmers? & then we wonder why the UK is going to change the law? The EU was always going to hit the UK it still hasn’t got over them leaving the EU!",18,9277949,9277436,"1hour ago"
5624,3387,275,"Don’t McDonald’s and burger King buy a lot of burgers from ireland. What will the British do when they run short",49,9277500,9277500,"4hours ago"
5625,3402,275,"@finbarr walsh: cheap South American meat",92,9277504,9277500,"4hours ago"
5626,3403,275,"So they want to leave because they don’t like our rules then copy our rules. How silly is that",102,9277496,9277496,"4hours ago"
5627,3404,275,"Reality bites!",41,9277467,9277467,"5hours ago"
5628,3405,275,"Can’t see the problem. As EU members it’s up to them to find other Countries in the block to accept our exports. Don’t they know there’s a ferry from Roslare to LeHarve?",32,9277565,9277565,"4hours ago"
5629,3379,275,"@Margaret Doyle: no they don’t because there’s not. It’s to Cherbourg. At least I hope so as I’m on my way to Cherbourg to get home for the toy show.",21,9277687,9277565,"3hours ago"
5630,3406,275,"The great sausage famine is almost upon us.",42,9277479,9277479,"5hours ago"
5631,3407,275,"Already we are seeing tariffs/costumes duty to be added on goods purchased in the UK from the 1st of Jan onwards, this will affect all businesses, people will just shop elsewhere addresspal.anpost.ie/how-it-works",18,9277554,9277554,"4hours ago"
5632,3408,275,"Is foto island opened does anyone know?",12,9277560,9277560,"4hours ago"
5633,3409,275,"Britain gets a large portion of their food from Ireland, as they don’t have the agricultural industry to support their population. If they don’t want to import Irish produce then let em do without. Would be ironic considering their past policies on Irish exports about 170 years ago.",11,9277955,9277955,"1hour ago"
5634,3410,275,"Iceland and the people who work there. Their jobs might be in danger.",10,9277668,9277668,"3hours ago"
5635,3411,276,"The prisoner should have been in the Mental Hosp, but there was no room, He had to be pit somewhere secure so that was Cloverhill. Probably put in a padded cell for his own safety. He must jave been violent toward staff for a shield to be used. The poncho was given as suicide was probably on the cards and clothing would have been used for this. Are the prison staff meant to forcefully dress a non-compliant individual? What are prisons to do when they have a problem like this? They are not mental health facilities and prison staff are not psychiatric nurses. The prison staff do their best and still get slated for not doing a job they shouldn’t be doing anyway.",289,9277472,9277472,"5hours ago"
5636,3412,276,"@Kevk77: mentally ill means in this case scrote not having his pills or gear rips off his clothes and takes a dump because he wants to annoy the prison officers who have to clean it.",98,9277524,9277472,"4hours ago"
5637,3411,276,"@Tom Ripley: yes scrotes will take dumps on floor because they are scrotes and want to be as awkward as possible but prison officers are trained to deal with that type of behaviour, but the other type of individual who IS mentally unwell and should not be in a prison, but a psychiatric unit, which in this country for custodial cases is the CMH. And as I said Officers are not psychiatric nurses and not trained to do that job. They do the job they are trained to do which is a security job.",89,9277584,9277472,"4hours ago"
5638,3413,276,"Oh ffs so people commit crimes that leave victims traumatised for years and some watch dog wants them to be treated to better conditions than some people live in at the taxpayers expense. No way this should not be entertained",213,9277445,9277445,"5hours ago"
5639,3414,276,"@Nowa Huta: I think you read it wrong. It says prisoners with mental illness should be treated better.",161,9277452,9277445,"5hours ago"
5640,3415,276,"@Nowa Huta: is it was wrong for them to cause trauma, then why would it be okay for us? You won’t rehabilitate anyone by abusing them.",118,9277458,9277445,"5hours ago"
5641,3416,276,"@Nowa Huta: “inhuman and degrading ” treatment…read it before you open your mouth and confirm to people how hateful your mind is…happy christmas to you big shot..",66,9277482,9277445,"5hours ago"
5642,3379,276,"@Nowa Huta: I’m guessing animal rights isn’t a thing for you either. Not a good sign. The cruelty advocates are always rotting from the inside out.",45,9277486,9277445,"4hours ago"
5643,3417,276,"@Nowa Huta: maybe educate yourself properly on the issue before you spout your nonsense",27,9277570,9277445,"4hours ago"
5644,3418,276,"@Nowa Huta: a lot of people that end up in the prison system are suffering from some form of mental illness, diagnosed or otherwise. Maybe if we had a better system in place for treating and diagnosing the same, the same people might’nt be condemned to lifetimes of recidivism and able to contribute to society.",25,9277664,9277445,"3hours ago"
5645,3419,276,"FFG will want to send them all a Christmas bonus, after all everyone is entitled to one apart from those actually working and contributing to the state coffers!",119,9277451,9277451,"5hours ago"
5646,3420,276,"So let’s look at this report in context. Firstly, What would they consider to be “Excessive Force”?
To the Officers dealing with a violent and aggressive prisoner, they may deem the force used was appropriate to gain control of a prisoner that his posing a danger to them or others. While the CPT, who were not involved in the altercation may deem it to be excessive. It comes down to a matter of opinion.
Secondly they selected a mentality ill prisoner as a case study.
The first thing the reader should notice was that the Officers would only open the door to the cell when protected by a shield. This should inform the reader that this Prisoner was extremely dangerous, extremely violent, and must have had a history of assaulting Officers.
As in every work place “Worker Safety” is by Law, paramount to any other considerations. And this is no different in our Prisons. Officer safety has, does and always must supercede prisoner welfare. Prison Officers are not trained Psychiatric Nurses. Their first duty is to protect themselves and any attached psychiatric from the Central Mental Hospital when dealing with dangerous and psychotic prisoners.
The question of this prisoner having a shower may have been moot if (a) the prisoner refused one or (b) the potential of violence and injury to the Prison Staff and also potential injury to the prisoner himself may have outweighed the benefits of allowing this prisoner out of the cell and into the shower.
Neither is dealt with by this report.",120,9277513,9277513,"4hours ago"
5647,3421,276,"Inhuman. The vast majority of peoplenin jail are there because of inhuman acts on society. Jail is punishment not a holiday camp like alit of Liberals want it to be.",83,9277464,9277464,"5hours ago"
5648,3422,276,"@john s: the liberals? we are not in the US",36,9277563,9277464,"4hours ago"
5649,3423,276,"It sounds horrible. But we don’t know what led to that situation. He may have been violent, uncontrollable. Maybe as soon as he was moved and showered he would have done the same thing again. We don’t know.",78,9277492,9277492,"4hours ago"
5650,3424,276,"Ah leave it out FFS! It’s a prison not a holiday camp. What did they expect? If you can’t do the time don’t do the crime. Fed up listening to this BS! They’re criminals.",103,9277450,9277450,"5hours ago"
5651,3425,276,"@Ciaran Farrelly: Read. The. Article.",57,9277503,9277450,"4hours ago"
5652,3424,276,"@Dermot Quinn: I did Read.The.Article. and was responding with reference to the CPT report and not the individual prisoner in question.",34,9277626,9277450,"3hours ago"
5653,3426,276,"This is horrendous these people are in need of Care, Help, and Treatment first. Why is this not been reported more widely in the Media",27,9277655,9277655,"3hours ago"
5654,3427,276,"No context so no judgement can be make, maybe the committee would want the staff to forcabley shower dress the inmate and place them in a restraint chair and spray some deodorant on them and put them on display in a cell to be admired or maybe they should do what’s right and let the situation desculate till the inmate has calmed and shows no threat to staff or themselves. Checks and balances are vital for inmates who display behaviours of concern and not statements from the committees with no contexts.
And as for Officers who are overly aggressive they have no place working in a place like prison.",13,9277635,9277635,"3hours ago"
5655,3269,276,"Maybe the heating was just turned up too high?",12,9278049,9278049,"53mins ago"
5656,3428,277,"The normal Joe and Bridget is constantly told that they can’t have house parties, they can’t congregate in groups, they must keep social distance, they are a threat to others by not following guidelines and are open to fines if they don’t follow NPHET advice. Then we have this, some country alright.",349,9277466,9277466,"5hours ago"
5657,3429,277,"@Jack Cass: The normal Joe and Bridget are breaking those rules as well.
Just focus on doing the right thing yourself and less worrying about others.",116,9277519,9277466,"4hours ago"
5658,3430,277,"@Fozz: I thought we are all in this together?",147,9277548,9277466,"4hours ago"
5659,3431,277,"@Brian Madden: Yes but being ‘all in this together’ and not curtain twitching are not mutually exclusive.",12,9277613,9277466,"3hours ago"
5660,3432,277,"@Fozz: in fairness the normal Joe and Bridget breaking rules aren’t on a major platform preaching to everyone, day in and day out, about breaking the social distancing and mask guidelines. It’s not about ‘worry less about others and focus on yourself’ that’s the issue. It’s the frustration of one rule for us and seems to be another for a certain cohort of people. Is OK for people to be frustrated. We don’t need to be told every time we see an enraging story like this to `worry about yourself’. The journal never fails to bring out the condescending folk.",54,9277648,9277466,"3hours ago"
5661,3433,277,"Great reason to avoid paying tv license. I’m not funding those pompous overpaid presenters, if we are lucky this will be Tubridy’s final toy show!",291,9277474,9277474,"5hours ago"
5662,3434,277,"Needs to resign, position untenable after that.",191,9277465,9277465,"5hours ago"
5663,3435,277,"And not one of them mean it.",166,9277476,9277476,"5hours ago"
5664,3289,277,"Sorry! Such a meaningless word when it rolls off the tongue.",156,9277460,9277460,"5hours ago"
5665,3436,277,"@Dave Barrett: Sorry they were so stúpid as to be caught out, thats only how sorry they are.",107,9277536,9277460,"4hours ago"
5666,3437,277,"What is it about people like this in the upper echelons of Irish society. how are they this brazen? They are the ones who covered GolfGate. . . . And they do this. How thick and arrogant do the people at that party have to be to accept an invitation to this. Good lord. There’s not a HOPE we’re getting this under control before a vaccine. Arrogant tools.",232,9277446,9277446,"5hours ago"
5667,3395,277,"@JedBartlett: If you get on the Late Late Show or Dancing With The Stars you fall into this category.",17,9277599,9277446,"3hours ago"
5668,3438,277,"It will interesting when they come before the Dail committee to see what questions they will be asked.",96,9277468,9277468,"5hours ago"
5669,3439,277,"The damage is done",74,9277462,9277462,"5hours ago"
5670,3440,277,"@Ewan O’Doherty: So all should be forgotten after their faux apologies? Remember how outraged everyone was with the pub, Berlin D2. That bar apologised, they should be grand now and the Garda not apposing their licence renewal?",59,9277557,9277462,"4hours ago"
5671,3441,277,"aw give it a rest. they behaved no different than any other workplace. The staff in the school i work in behave in the same manner once the kids are off site",64,9277457,9277457,"5hours ago"
5672,3442,277,"@Bala mc blaha: If other people did it an were caught a simple “Sorry” would not carry any weight with RTE if they were investigating it. RTE have been lecturing the nation on obeying the rules, running condescending adverts on covid since March. They should now pay a heavy price for their rule breaking.",121,9277511,9277457,"4hours ago"
5673,3443,277,"@Bala mc blaha: they are not any other work place. Even consider the high profile people there who had had the virus, they should be more careful than anyone.",54,9277515,9277457,"4hours ago"
5674,3444,277,"@Bala mc blaha: They are not in the public eye big difference when you work in RTÉ",23,9277547,9277457,"4hours ago"
5675,3263,277,"@Bala mc blaha: Thanks for you honesty and letting us all know some of the reasons why schools are not safe.",14,9277610,9277457,"3hours ago"
5676,3263,277,". In our offices, 2 meters distancing at all times, one way system in and out of building and stairs, only 1 allowed in showers or toilets at a time, segregated desks and no one seated inside 2 meters, staggered canteen times and no one seated inside 2 meters, all stop points have 2 meters signage on floors and all in place and in effect since March. No meetings unless can be held in rooms where 2 meters distancing can be maintained.",9,9277773,9277457,"2hours ago"
5677,3445,277,"@Bala mc blaha: Not in my workplace. Whilst self employed I rent a studio in the local arts center. No outside visitors, one way system, distsncing and entry/exit times strictly enforced. Monthly coffee mornings with other tenants & staff happen over Zoom when they could easily be distanced in the large theatre space.
Not in my wife’s workplace either (a major hospital). Mask on before you walk in and don’t take it off until you’re in your car 13/14 hours later (it’s obviously changed in between multiple times). Distancing strictly enforced outside of patient care settings incl canteen where what can only be described as exam invigilators make sure your mask is not off longer than it should be.
Several teachers have retired from my daughter’s school and it’s very clear from photos/video they adhered to all guidelines.
From my anecdotal experiences it’s not “all workplaces” and RTE are just taking the proverbial.",6,9277914,9277457,"1hour ago"
5678,3446,277,"Rory Coveney and Miriam O’Callaghan’s positions in RTE are untenable thanks to their links with government.
They are no better than Brian Hayes.",66,9277581,9277581,"4hours ago"
5679,3447,277,"Apologise because they got caught.
They don’t give a toss.",67,9277553,9277553,"4hours ago"
5680,3440,277,"Why the extra ramifications for the pub, Berlin D2 with their licence being blocked, if a simple, sorry will do. Berlin D2 also apologised, so they should be brand now?",46,9277542,9277542,"4hours ago"
5681,3440,277,"@Alan Wright: *grand",10,9277545,9277542,"4hours ago"
